wwtp_id,county_fips,county,state,population_served,sample_location,normalization_method,per_capita_flow_rate,start_date,end_date,days,loss,sm,lt,rd,k,half_life
1537,5007,Benton,Arkansas,17737,Treatment plant,flow-population,742.758261295824,2022-09-13,2022-12-14,92,0.0144378766417503,2722595430742.756,13,0.4390000000000001,0.5780343734594409,1.1988906401058963
1536,5055,Greene,Arkansas,29000,Treatment plant,flow-population,583.317739235448,2022-09-13,2022-12-14,92,0.0409187413752079,674215840943.118,14,0.37,0.4620354595965588,1.499884880275456
1548,5069,Jefferson,Arkansas,42323,Treatment plant,flow-population,659.2943137369604,2022-09-25,2022-12-13,79,0.0211261678487062,1830050716620.583,8,0.322,0.3886079910417416,1.783288084586924
1442,5085,Lonoke,Arkansas,27000,Treatment plant,flow-population,313.17239048931367,2022-08-14,2022-12-14,122,0.0360320843756198,597228628747.0083,14,0.39,0.4942963218147803,1.4019930341696465
1542,5119,Pulaski,Arkansas,30377,Treatment plant,flow-population,1034.0729753762405,2022-09-25,2022-12-13,79,0.0531941279768943,24075220784603.043,0,0.5000000000000002,0.6931471805599457,0.999787663336051
1546,5119,Pulaski,Arkansas,18463,Treatment plant,flow-population,597.0382909282696,2022-09-25,2022-12-13,79,0.0492760948836803,15853360907395.98,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1543,5119,Pulaski,Arkansas,23812,Treatment plant,flow-population,939.314872111902,2022-09-25,2022-12-13,79,0.0643971711397171,22667618491321.383,8,0.5000000000000002,0.6931471805599457,0.999787663336051
1444,5119,Pulaski,Arkansas,5000,Treatment plant,flow-population,702.2681320237018,2022-08-15,2022-12-13,120,0.4366943538188934,3833045438040.4346,14,0.3,0.3566749439387324,1.94294556367559
1472,5123,Saint Francis,Arkansas,13000,Treatment plant,flow-population,935.2239235981922,2022-08-23,2022-12-12,111,0.04694065451622,677493515931.0284,14,0.328,0.3974969384589876,1.7434096541387611
1461,5125,Saline,Arkansas,35000,Treatment plant,flow-population,815.423561031518,2022-08-22,2022-12-14,114,0.0269670486450195,1807386616104.1555,10,0.377,0.4732087601946839,1.4644699301739283
1465,5143,Washington,Arkansas,93949,Treatment plant,flow-population,232.26483339643983,2022-08-21,2022-12-13,114,0.0151781449094414,861149739181.0063,3,0.389,0.4926583198105417,1.406654413684726
1462,5143,Washington,Arkansas,93949,Treatment plant,flow-population,586.2165256851828,2022-08-21,2022-12-13,114,0.0420676991343498,2054949427401.1768,12,0.337,0.4109802887962745,1.6862122561394286
1509,5145,White,Arkansas,25000,Treatment plant,flow-population,342.3084432574548,2022-09-06,2022-12-14,99,0.0105018578469753,814729689051.8524,6,0.364,0.452556715642015,1.5312997819883911
1685,6001,Alameda,California,740000,Treatment plant,microbial,2.9563842410145256e-10,2022-02-15,2022-12-15,303,3876997888.0,16970235.699754186,11,0.5000000000000002,0.6931471805599457,0.999787663336051
564,6001,Alameda,California,60000,Treatment plant,flow-population,880.31021379408,2022-05-23,2022-12-14,205,0.050127487629652,17654811592899.36,14,0.4700000000000001,0.63487827243597,1.0915478290681175
1173,6013,Contra Costa,California,494300,Treatment plant,flow-population,1139.5711895045672,2022-06-06,2022-12-14,191,1762061.5,1.0897859858498234e+17,14,0.5000000000000002,0.6931471805599457,0.999787663336051
724,6013,Contra Costa,California,215394,Treatment plant,flow-population,1026.4993148527017,2022-05-09,2022-12-14,219,0.0562033466994762,5519985845200.898,0,0.374,0.4684049078820387,1.4794891947940956
1668,6013,Contra Costa,California,484800,Treatment plant,microbial,7.60688558933465e-10,2022-03-21,2022-12-12,266,1677058.0,59689.61821471426,0,0.5000000000000002,0.6931471805599457,0.999787663336051
88,6013,Contra Costa,California,487300,Treatment plant,flow-population,318.5837802104055,2022-02-07,2022-12-15,311,1426946.75,2.354752374325064e+16,8,0.5000000000000002,0.6931471805599457,0.999787663336051
1720,6013,Contra Costa,California,100000,Treatment plant,microbial,7.22395378776802e-10,2022-05-10,2022-12-13,217,0.0260945167392492,10.727295906354382,0,0.374,0.4684049078820387,1.4794891947940956
1288,6017,El Dorado,California,40000,Treatment plant,flow-population,747.3919691674562,2022-06-21,2022-12-13,175,0.0210644397884607,1594541916090.6453,0,0.376,0.4716049106127096,1.4694503479610797
461,6023,Humboldt,California,43173,Treatment plant,flow-population,767.532326514483,2022-05-17,2022-12-13,210,0.0450399033725261,1254941982479.6504,14,0.371,0.4636240222816965,1.4947456704021589
1199,6031,Kings,California,59000,Treatment plant,flow-population,851.0454370721142,2022-06-07,2022-12-14,190,26833.58203125,248767070552346.44,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1019,6033,Lake,California,13200,Treatment plant,flow-population,274.39515712675126,2022-02-07,2022-12-12,308,0.052873209118843,187679196243.2756,14,0.3,0.3566749439387324,1.94294556367559
778,6033,Lake,California,10080,Treatment plant,flow-population,1654.7261451582972,2022-05-30,2022-12-14,198,0.0395562052726745,5269984807174.323,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1219,6033,Lake,California,5000,Treatment plant,flow-population,591.7004470920951,2022-06-13,2022-12-13,183,0.0692661106586456,5680895712051.238,14,0.5000000000000002,0.6931471805599457,0.999787663336051
779,6037,Los Angeles,California,200000,Treatment plant,flow-population,1071.8851815133658,2022-05-23,2022-12-14,205,0.0810305476188659,40051987104300.24,8,0.4180000000000001,0.5412848312506995,1.2802871242461118
1690,6037,Los Angeles,California,4000000,Treatment plant,microbial,3.330369648944514e-10,2022-08-28,2022-12-14,108,58195255296.0,406042212.8759466,0,0.5000000000000002,0.6931471805599457,0.999787663336051
211,6037,Los Angeles,California,3500000,Treatment plant,flow-population,98.39387699273172,2022-01-09,2022-12-13,338,82619375026176.0,1.8063934433168204e+22,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1694,6037,Los Angeles,California,200000,Treatment plant,microbial,4.690583504280635e-10,2022-09-12,2022-12-15,94,0.12761852145195,115.5236130183255,0,0.5000000000000002,0.6931471805599457,0.999787663336051
1693,6037,Los Angeles,California,3500000,Treatment plant,microbial,4.1064953261903616e-10,2022-01-09,2022-12-14,339,81887955517440.0,90240656665.20432,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1409,6071,San Bernardino,California,78000,Treatment plant,flow-population,789.5364489610836,2022-08-07,2022-12-13,128,0.0762822031974792,22773055076958.773,14,0.5000000000000002,0.6931471805599457,0.999787663336051
356,6071,San Bernardino,California,325000,Treatment plant,flow-population,168.26109413408363,2022-02-22,2022-12-13,294,34225.01171875,636284101100278.2,0,0.5000000000000002,0.6931471805599457,0.999787663336051
1709,6071,San Bernardino,California,890000,Treatment plant,microbial,4.5405880748268255e-10,2022-04-25,2022-12-15,234,16163713024.0,45649030.09645691,0,0.5000000000000002,0.6931471805599457,0.999787663336051
1684,6073,San Diego,California,2200000,Treatment plant,microbial,4.840815758552585e-10,2022-08-07,2022-12-14,129,1081760384.0,11399238.869494824,14,0.5000000000000002,0.6931471805599457,0.999787663336051
357,6073,San Diego,California,2200000,Treatment plant,flow-population,162.07348171872815,2022-01-04,2022-12-14,344,21248803340288.0,5.133978201060042e+21,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1230,6079,San Luis Obispo,California,47400,Treatment plant,flow-population,576.1849327744741,2022-06-14,2022-12-12,181,0.0436294600367546,2722662164455.9087,14,0.353,0.4354089844812364,1.5916070285634267
793,6079,San Luis Obispo,California,39000,Treatment plant,flow-population,799.6737272646919,2022-05-02,2022-12-14,226,0.027851914986968,6383034968954.438,0,0.376,0.4716049106127096,1.4694503479610797
1676,6079,San Luis Obispo,California,31037,Treatment plant,microbial,1.6150016561434202e-10,2022-01-11,2022-12-15,338,0.0361882299184799,0.489338364146281,10,0.308,0.3681693233644675,1.882286100501556
1678,6087,Santa Cruz,California,160000,Treatment plant,microbial,5.00394451282024e-09,2022-04-03,2022-12-13,254,0.0475602559745311,3.471197069695621,12,0.373,0.4668087383492164,1.4845480452029831
1679,6087,Santa Cruz,California,160000,Treatment plant,microbial,5.757064419380041e-09,2022-04-03,2022-12-13,254,0.0579958222806453,2.5473177955772504,12,0.4020000000000001,0.5141645250315056,1.347817607520737
1680,6097,Sonoma,California,230000,Treatment plant,microbial,2.334876700283972e-10,2022-08-11,2022-12-13,124,0.0633708387613296,0.6276974735404177,14,0.4670000000000001,0.6292338548162927,1.1013393425919908
570,6097,Sonoma,California,220000,Treatment plant,flow-population,1359.206573043395,2022-05-08,2022-12-13,219,95584.3125,4590470302289128.0,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1687,6097,Sonoma,California,65000,Treatment plant,microbial,1.126144088295907e-09,2022-06-28,2022-12-14,169,0.0645185783505439,7.16592494393719,11,0.355,0.4385049621863645,1.580369801392293
1290,8045,Garfield,Colorado,7300,Treatment plant,flow-population,855.5605522963301,2022-06-20,2022-12-14,177,0.0712989270687103,4560684225908.993,8,0.4790000000000001,0.6520052372287704,1.0628748979770015
161,8045,Garfield,Colorado,16714,Treatment plant,flow-population,100.34510301222193,2022-02-17,2022-12-05,291,0.0091200703755021,70539195824.33298,14,0.4590000000000001,0.6143360001356557,1.1280471921667847
686,9009,New Haven,Connecticut,112000,Treatment plant,flow-population,1889.1914545125965,2022-05-02,2022-12-13,225,0.4952572882175445,3369205258382.303,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1079,9009,New Haven,Connecticut,228000,Treatment plant,flow-population,877.2442160270597,2022-05-02,2022-12-13,225,19234556.0,1.8409430511585786e+17,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1196,9009,New Haven,Connecticut,19500,Treatment plant,flow-population,719.7836548119153,2022-06-07,2022-12-13,189,0.3928235173225403,11298128936690.748,14,0.5000000000000002,0.6931471805599457,0.999787663336051
832,9011,New London,Connecticut,40000,Treatment plant,flow-population,785.5339328435412,2022-05-23,2022-12-14,205,0.191116988658905,864455676939.2467,14,0.35,0.4307829160924544,1.6086988924399888
1163,9011,New London,Connecticut,22000,Treatment plant,flow-population,585.0367651166134,2022-05-31,2022-12-13,196,0.3991433978080749,1076286974235.6776,14,0.317,0.3812604194113469,1.8176552422356569
486,11001,District Of Columbia,District of Columbia,1600000,Treatment plant,flow-population,2155.7370046251413,2022-05-22,2022-12-13,205,593157750784.0,2.050407527206106e+21,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1502,12001,Alachua,Florida,100000,Treatment plant,flow-population,348.4526273464962,2022-09-05,2022-12-14,100,0.0427541732788085,741046280707.9625,3,0.3,0.3566749439387324,1.94294556367559
1501,12001,Alachua,Florida,100000,Treatment plant,flow-population,846.7009282817271,2022-09-05,2022-12-14,100,0.115272082388401,1612948992703.4812,2,0.3,0.3566749439387324,1.94294556367559
670,12095,Orange,Florida,59587,Treatment plant,flow-population,746.3103572318228,2022-05-01,2022-12-14,227,0.1698169708251953,13426897752865.92,8,0.384,0.4845083154486174,1.430316008835339
671,12095,Orange,Florida,463672,Treatment plant,flow-population,713.2923601940344,2022-05-01,2022-12-14,227,37205792.0,8.182729977221272e+17,0,0.5000000000000002,0.6931471805599457,0.999787663336051
669,12095,Orange,Florida,277823,Treatment plant,flow-population,506.6105204073636,2022-05-01,2022-12-14,227,58166.171875,3605689093468487.0,0,0.5000000000000002,0.6931471805599457,0.999787663336051
1715,12095,Orange,Florida,183009,Treatment plant,microbial,5.623721522063509e-10,2022-04-03,2022-12-13,254,0.0639223158359527,2.412405769855392,12,0.3,0.3566749439387324,1.94294556367559
1686,12095,Orange,Florida,195299,Treatment plant,microbial,1.0423211324177307e-09,2022-04-03,2022-12-13,254,0.0813228636980056,4.221796426478029,6,0.3,0.3566749439387324,1.94294556367559
1702,12095,Orange,Florida,66690,Treatment plant,microbial,6.402872717756613e-10,2022-04-03,2022-12-13,254,0.0940072536468505,11.857767663200177,7,0.329,0.3989861420104552,1.7369024310168657
511,12103,Pinellas,Florida,103000,Treatment plant,flow-population,632.17066962924,2022-05-03,2022-12-13,224,0.1322082132101059,791235469857.3794,0,0.3,0.3566749439387324,1.94294556367559
574,12103,Pinellas,Florida,220000,Treatment plant,flow-population,857.8561036180146,2022-05-23,2022-12-14,205,14358309.0,1.4039488411217853e+17,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1145,12117,Seminole,Florida,43010,Treatment plant,flow-population,16.17011904609643,2022-01-10,2022-11-14,308,0.0143945282325148,34301809172.411427,5,0.325,0.3930425881096072,1.7631677099753478
684,13089,Dekalb,Georgia,325000,Treatment plant,flow-population,381.72170838745166,2022-06-09,2022-12-09,183,37995188.0,3.54979661586561e+17,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1109,13185,Lowndes,Georgia,65000,Treatment plant,flow-population,341.49957506927035,2022-05-10,2022-12-07,211,0.0129891838878393,1338682693087.7349,5,0.378,0.4748151862429577,1.4595152389363542
1221,15001,Hawaii,Hawaii,32600,Treatment plant,flow-population,380.4695399165963,2022-06-12,2022-12-13,184,0.0710237249732017,607284597710.3528,3,0.358,0.443166975292176,1.5637446800793566
1337,15001,Hawaii,Hawaii,5000,Treatment plant,flow-population,1548.0787709739916,2022-07-18,2022-12-12,147,0.0928607881069183,13023722077401.934,1,0.376,0.4716049106127096,1.4694503479610797
1208,15003,Honolulu,Hawaii,20800,Treatment plant,flow-population,814.8563621946,2022-06-07,2022-12-13,189,0.0251968894153833,24507587736074.54,6,0.3,0.3566749439387324,1.94294556367559
1204,15003,Honolulu,Hawaii,109236,Treatment plant,flow-population,725.9114036972593,2022-06-07,2022-12-13,189,0.1282294392585754,4114363859144.752,1,0.358,0.443166975292176,1.5637446800793566
1203,15003,Honolulu,Hawaii,300000,Treatment plant,flow-population,889.2730665380001,2022-06-07,2022-12-13,189,419628.5,2.714157766137559e+16,14,0.5000000000000002,0.6931471805599457,0.999787663336051
790,15003,Honolulu,Hawaii,700000,Treatment plant,flow-population,847.70642278377,2022-06-07,2022-12-13,189,12955984896.0,5.163400819345071e+19,14,0.5000000000000002,0.6931471805599457,0.999787663336051
798,15003,Honolulu,Hawaii,48519,Treatment plant,flow-population,645.8758198622402,2022-06-07,2022-12-13,189,0.0723416730761528,13833231108014.107,12,0.5000000000000002,0.6931471805599457,0.999787663336051
638,17031,Cook,Illinois,1127737,Treatment plant,flow-population,386.6274351433942,2022-02-15,2022-12-11,299,7242783.5,1.367527292331046e+17,0,0.5000000000000002,0.6931471805599457,0.999787663336051
982,17031,Cook,Illinois,1263110,Treatment plant,flow-population,653.8326111126236,2022-02-13,2022-12-08,298,29939774.0,6.318013564905037e+17,0,0.5000000000000002,0.6931471805599457,0.999787663336051
632,17031,Cook,Illinois,270647,Treatment plant,flow-population,605.2656212197793,2022-02-14,2022-12-11,300,0.1203987076878547,2828630847844.676,14,0.5000000000000002,0.6931471805599457,0.999787663336051
639,17031,Cook,Illinois,1127736,Treatment plant,flow-population,689.426884097158,2022-02-13,2022-12-11,301,7249850.5,2.205527724179535e+17,0,0.5000000000000002,0.6931471805599457,0.999787663336051
682,17031,Cook,Illinois,265000,Treatment plant,flow-population,2000.8877343969623,2022-05-02,2022-12-14,226,0.5501024127006531,13926586890530.191,0,0.368,0.4588658848352798,1.5102451999646211
683,17031,Cook,Illinois,161000,Treatment plant,flow-population,1888.2414361952456,2022-05-02,2022-12-14,226,0.2972441911697387,39075733196271.43,1,0.5000000000000002,0.6931471805599457,0.999787663336051
637,17031,Cook,Illinois,13098,Treatment plant,flow-population,362.2221548083855,2022-02-14,2022-12-14,303,0.1350496560335159,3600456968745.823,14,0.3,0.3566749439387324,1.94294556367559
636,17031,Cook,Illinois,110394,Treatment plant,flow-population,286.07386684553234,2022-02-15,2022-12-11,299,0.1875764727592468,11117307853376.334,0,0.5000000000000002,0.6931471805599457,0.999787663336051
641,17031,Cook,Illinois,217106,Treatment plant,flow-population,373.2337367898404,2022-02-15,2022-12-11,299,0.1518747061491012,3368568927522.6714,9,0.3980000000000001,0.5074978336733162,1.3655230702838708
546,17091,Kankakee,Illinois,65000,Treatment plant,flow-population,1013.3327128488312,2022-05-01,2022-12-13,226,62357.4765625,1188447039692472.8,0,0.5000000000000002,0.6931471805599457,0.999787663336051
628,17091,Kankakee,Illinois,56317,Treatment plant,flow-population,215.6987917615035,2022-02-14,2022-12-14,303,0.2605223357677459,42481812595.31802,0,0.5000000000000002,0.6931471805599457,0.999787663336051
678,18005,Bartholomew,Indiana,49000,Treatment plant,flow-population,1043.309463784983,2022-05-23,2022-12-14,205,0.3879167437553406,53229078107034.9,0,0.3,0.3566749439387324,1.94294556367559
1281,18035,Delaware,Indiana,67000,Treatment plant,flow-population,414.3551687232054,2022-06-20,2022-12-14,177,0.8472708463668823,30559787075140.69,14,0.3,0.3566749439387324,1.94294556367559
1273,18037,Dubois,Indiana,16000,Treatment plant,flow-population,617.3664201274495,2022-06-26,2022-12-13,170,0.297270268201828,23791706892340.8,0,0.3,0.3566749439387324,1.94294556367559
1319,18067,Howard,Indiana,45000,Treatment plant,flow-population,825.7786627642865,2022-07-10,2022-12-13,156,0.1831460148096084,123416272230043.52,5,0.3,0.3566749439387324,1.94294556367559
1318,18069,Huntington,Indiana,17612,Treatment plant,flow-population,346.04737109231826,2022-07-11,2022-12-14,156,0.4972608089447021,11734754432478.07,5,0.3,0.3566749439387324,1.94294556367559
1267,18085,Kosciusko,Indiana,21600,Treatment plant,flow-population,1176.636531574493,2022-06-25,2022-12-12,170,0.6452463865280151,15687509112907.2,14,0.3,0.3566749439387324,1.94294556367559
765,18105,Monroe,Indiana,28350,Treatment plant,flow-population,606.3602494428603,2022-05-04,2022-12-12,222,0.4051223695278168,27297604253117.84,14,0.3,0.3566749439387324,1.94294556367559
772,18105,Monroe,Indiana,67500,Treatment plant,flow-population,881.6838004504566,2022-05-04,2022-12-13,223,0.2338260859251022,115243460864660.23,2,0.3,0.3566749439387324,1.94294556367559
1293,18141,St Joseph,Indiana,130000,Treatment plant,flow-population,1274.0014472609305,2022-06-27,2022-12-13,169,0.708496630191803,100815923285480.0,14,0.3,0.3566749439387324,1.94294556367559
1681,18141,St Joseph,Indiana,130000,Treatment plant,microbial,1.0103003172505783e-09,2022-09-11,2022-12-13,93,0.0240634717047214,403.0,14,0.3,0.3566749439387324,1.94294556367559
1289,18167,Vigo,Indiana,58500,Treatment plant,flow-population,869.0406873210009,2022-06-20,2022-12-14,177,0.327212244272232,73813723381031.39,6,0.3,0.3566749439387324,1.94294556367559
1314,18177,Wayne,Indiana,36000,Treatment plant,flow-population,455.9675855461954,2022-06-30,2022-12-14,167,0.5389450192451477,27120189345519.6,0,0.3,0.3566749439387324,1.94294556367559
105,19103,Johnson,Iowa,21000,Treatment plant,flow-population,652.3636571088308,2022-05-03,2022-12-15,226,0.0539797469973564,3410994812157.2485,0,0.3990000000000001,0.5091603444469295,1.3610643632366235
544,19103,Johnson,Iowa,75849,Treatment plant,flow-population,743.8822368548381,2022-07-17,2022-12-13,149,0.0313212014734745,2025375585971.6023,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1447,19123,Mahaska,Iowa,5201,Treatment plant,flow-population,497.6205079510695,2022-07-25,2022-12-14,142,0.1434900909662246,3396361759452.0664,6,0.4510000000000001,0.5996568374726066,1.155660965896445
1449,19123,Mahaska,Iowa,6357,Treatment plant,flow-population,333.84725170147703,2022-07-25,2022-12-14,142,0.0308244656771421,2523639475847.888,14,0.4970000000000001,0.687165108882398,1.008491250562899
1496,19191,Winneshiek,Iowa,8500,Treatment plant,flow-population,379.66657445825706,2022-08-30,2022-12-14,106,0.0787188336253166,2989132900648.628,14,0.5000000000000002,0.6931471805599457,0.999787663336051
1303,19193,Woodbury,Iowa,102000,Treatment plant,flow-population,834.1923117127443,2022-06-27,2022-12-14,170,35028.859375,989599908883580.6,0,0.5000000000000002,0.6931471805599457,0.999787663336051
807,20057,Ford,Kansas,27000,Treatment plant,flow-population,1527.1915279002403,2022-05-02,2022-12-07,219,0.0189499780535697,516240727916.8767,12,0.392,0.4975803970159702,1.3927397545320854
1305,20091,Johnson,Kansas,54985,Treatment plant,flow-population,747.2463858714646,2022-06-28,2022-12-13,168,0.0237864684313535,7674257260631.506,14,0.381,0.4796500062975409,1.4448034835844696
1292,20091,Johnson,Kansas,66377,Treatment plant,flow-population,744.4718575761556,2022-06-28,2022-12-11,166,0.0635289996862411,6916495004465.211,5,0.379,0.4764241970486583,1.4545860690808328
1300,20091,Johnson,Kansas,42235,Treatment plant,flow-population,781.2422937755227,2022-06-28,2022-12-13,168,0.0254875198006629,16358416888109.477,11,0.4470000000000001,0.5923972774598024,1.1698230669991962
1304,20091,Johnson,Kansas,73829,Treatment plant,flow-population,1331.617038537331,2022-06-28,2022-12-13,168,0.0306795369833707,11865976495732.107,8,0.376,0.4716049106127096,1.4694503479610797
1299,20091,Johnson,Kansas,112076,Treatment plant,flow-population,770.2046051250713,2022-06-28,2022-12-13,168,0.045845590531826,3717120688697.688,14,0.376,0.4716049106127096,1.4694503479610797
472,20155,Reno,Kansas,40000,Treatment plant,flow-population,441.71133823961975,2022-05-22,2022-12-13,205,0.0124938180670142,486462148040.1784,14,0.3970000000000001,0.5058380822549516,1.3700036124419657
787,20177,Shawnee,Kansas,90000,Treatment plant,flow-population,805.6323700174255,2022-05-02,2022-12-14,226,6924.62890625,170420282401050.38,0,0.5000000000000002,0.6931471805599457,0.999787663336051
